route_id,kind,position,gid,role,cluster_id,is_seed,priority_score,path
76,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000002723538100
76,chain,3,100000008603629100,coordinator,7,False,0.981072,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000002723538100
76,chain,4,100000002723538100,distributor,7,False,0.839435,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000002723538100
77,chain,1,100000000331309100,coordinator,6,False,0.973932,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000005079754100
77,chain,2,100000004077081100,peripheral,4,False,0.559848,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000005079754100
77,chain,3,100000003684369100,distributor,4,True,0.844489,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000005079754100
77,chain,4,100000005079754100,peripheral,4,False,0.561891,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000005079754100
78,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000005079754100
78,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000005079754100
78,chain,3,100000003684369100,distributor,4,True,0.844489,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000005079754100
78,chain,4,100000005079754100,peripheral,4,False,0.561891,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000005079754100
79,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000005079754100
79,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000005079754100
79,chain,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000005079754100
79,chain,4,100000005079754100,peripheral,4,False,0.561891,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000005079754100
80,chain,1,100000008748914100,distributor,4,False,0.654437,100000008748914100 → 100000000331309100 → 100000004077081100 → 100000003684369100
80,chain,2,100000000331309100,coordinator,6,False,0.973932,100000008748914100 → 100000000331309100 → 100000004077081100 → 100000003684369100
80,chain,3,100000004077081100,peripheral,4,False,0.559848,100000008748914100 → 100000000331309100 → 100000004077081100 → 100000003684369100
80,chain,4,100000003684369100,distributor,4,True,0.844489,100000008748914100 → 100000000331309100 → 100000004077081100 → 100000003684369100
81,chain,1,100000000331309100,coordinator,6,False,0.973932,100000000331309100 → 100000007055802100 → 100000004299488100 → 100000004674799100
81,chain,2,100000007055802100,consolidator,1,False,0.802891,100000000331309100 → 100000007055802100 → 100000004299488100 → 100000004674799100
81,chain,3,100000004299488100,consolidator,1,False,0.900693,100000000331309100 → 100000007055802100 → 100000004299488100 → 100000004674799100
81,chain,4,100000004674799100,terminal,1,False,0.442289,100000000331309100 → 100000007055802100 → 100000004299488100 → 100000004674799100
82,chain,1,100000008632060100,distributor,1,False,0.478915,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000002398779100
82,chain,2,100000004400305100,distributor,1,False,0.886588,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000002398779100
82,chain,3,100000002645993100,peripheral,1,False,0.575386,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000002398779100
82,chain,4,100000002398779100,consolidator,1,False,0.912189,100000008632060100 → 100000004400305100 → 100000002645993100 → 100000002398779100
83,chain,1,100000000331309100,coordinator,6,False,0.973932,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001554432100
83,chain,2,100000004077081100,peripheral,4,False,0.559848,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001554432100
83,chain,3,100000003684369100,distributor,4,True,0.844489,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001554432100
83,chain,4,100000001554432100,terminal,4,False,0.428639,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001554432100
84,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001554432100
84,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001554432100
84,chain,3,100000003684369100,distributor,4,True,0.844489,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001554432100
84,chain,4,100000001554432100,terminal,4,False,0.428639,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001554432100
85,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001554432100
85,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001554432100
85,chain,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001554432100
85,chain,4,100000001554432100,terminal,4,False,0.428639,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001554432100
86,chain,1,100000000331309100,coordinator,6,False,0.973932,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000003037660100
86,chain,2,100000004077081100,peripheral,4,False,0.559848,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000003037660100
86,chain,3,100000003684369100,distributor,4,True,0.844489,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000003037660100
86,chain,4,100000003037660100,terminal,4,False,0.42777,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000003037660100
87,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000003037660100
87,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000003037660100
87,chain,3,100000003684369100,distributor,4,True,0.844489,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000003037660100
87,chain,4,100000003037660100,terminal,4,False,0.42777,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000003037660100
88,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003037660100
88,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003037660100
88,chain,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003037660100
88,chain,4,100000003037660100,terminal,4,False,0.42777,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003037660100
89,chain,1,100000008346837100,coordinator,14,False,0.961321,100000008346837100 → 100000005910114100 → 100000001857829100 → 100000003899325100
89,chain,2,100000005910114100,coordinator,1,False,0.943216,100000008346837100 → 100000005910114100 → 100000001857829100 → 100000003899325100
89,chain,3,100000001857829100,coordinator,7,False,0.945212,100000008346837100 → 100000005910114100 → 100000001857829100 → 100000003899325100
89,chain,4,100000003899325100,terminal,7,False,0.314222,100000008346837100 → 100000005910114100 → 100000001857829100 → 100000003899325100
90,chain,1,100000000331309100,coordinator,6,False,0.973932,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001194266100
90,chain,2,100000004077081100,peripheral,4,False,0.559848,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001194266100
90,chain,3,100000003684369100,distributor,4,True,0.844489,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001194266100
90,chain,4,100000001194266100,terminal,4,False,0.424026,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000001194266100
91,chain,1,100000000331309100,coordinator,6,False,0.973932,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000006446271100
91,chain,2,100000004077081100,peripheral,4,False,0.559848,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000006446271100
91,chain,3,100000003684369100,distributor,4,True,0.844489,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000006446271100
91,chain,4,100000006446271100,terminal,4,False,0.517118,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000006446271100
92,chain,1,100000000331309100,coordinator,6,False,0.973932,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000008628231100
92,chain,2,100000004077081100,peripheral,4,False,0.559848,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000008628231100
92,chain,3,100000003684369100,distributor,4,True,0.844489,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000008628231100
92,chain,4,100000008628231100,peripheral,67,False,0.544776,100000000331309100 → 100000004077081100 → 100000003684369100 → 100000008628231100
93,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001194266100
93,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001194266100
93,chain,3,100000003684369100,distributor,4,True,0.844489,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001194266100
93,chain,4,100000001194266100,terminal,4,False,0.424026,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000001194266100
94,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000006446271100
94,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000006446271100
94,chain,3,100000003684369100,distributor,4,True,0.844489,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000006446271100
94,chain,4,100000006446271100,terminal,4,False,0.517118,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000006446271100
95,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000008628231100
95,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000008628231100
95,chain,3,100000003684369100,distributor,4,True,0.844489,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000008628231100
95,chain,4,100000008628231100,peripheral,67,False,0.544776,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000008628231100
96,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000008731444100 → 100000000288317100
96,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000008731444100 → 100000000288317100
96,chain,3,100000008731444100,distributor,1,False,0.917438,100000001857829100 → 100000003880331100 → 100000008731444100 → 100000000288317100
96,chain,4,100000000288317100,peripheral,1,False,0.526768,100000001857829100 → 100000003880331100 → 100000008731444100 → 100000000288317100
97,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001194266100
97,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001194266100
97,chain,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001194266100
97,chain,4,100000001194266100,terminal,4,False,0.424026,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000001194266100
98,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000006446271100
98,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000006446271100
98,chain,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000006446271100
98,chain,4,100000006446271100,terminal,4,False,0.517118,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000006446271100
99,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000008628231100
99,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000008628231100
99,chain,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000008628231100
99,chain,4,100000008628231100,peripheral,67,False,0.544776,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000008628231100
100,chain,1,100000003880331100,distributor,7,False,0.661355,100000003880331100 → 100000008603629100 → 100000002723538100 → 100000003071930100
100,chain,2,100000008603629100,coordinator,7,False,0.981072,100000003880331100 → 100000008603629100 → 100000002723538100 → 100000003071930100
100,chain,3,100000002723538100,distributor,7,False,0.839435,100000003880331100 → 100000008603629100 → 100000002723538100 → 100000003071930100
100,chain,4,100000003071930100,peripheral,3,False,0.653081,100000003880331100 → 100000008603629100 → 100000002723538100 → 100000003071930100
101,chain,1,100000004358004100,distributor,4,True,0.240726,100000004358004100 → 100000005612411100 → 100000001102676100 → 100000003684369100
101,chain,2,100000005612411100,distributor,4,False,0.875556,100000004358004100 → 100000005612411100 → 100000001102676100 → 100000003684369100
101,chain,3,100000001102676100,transit,4,False,0.527022,100000004358004100 → 100000005612411100 → 100000001102676100 → 100000003684369100
101,chain,4,100000003684369100,distributor,4,True,0.844489,100000004358004100 → 100000005612411100 → 100000001102676100 → 100000003684369100
102,chain,1,100000004400305100,distributor,1,False,0.886588,100000004400305100 → 100000005910114100 → 100000008603629100 → 100000000795374100
102,chain,2,100000005910114100,coordinator,1,False,0.943216,100000004400305100 → 100000005910114100 → 100000008603629100 → 100000000795374100
102,chain,3,100000008603629100,coordinator,7,False,0.981072,100000004400305100 → 100000005910114100 → 100000008603629100 → 100000000795374100
102,chain,4,100000000795374100,terminal,7,False,0.312785,100000004400305100 → 100000005910114100 → 100000008603629100 → 100000000795374100
103,chain,1,100000008346837100,coordinator,14,False,0.961321,100000008346837100 → 100000005910114100 → 100000008603629100 → 100000000795374100
103,chain,2,100000005910114100,coordinator,1,False,0.943216,100000008346837100 → 100000005910114100 → 100000008603629100 → 100000000795374100
103,chain,3,100000008603629100,coordinator,7,False,0.981072,100000008346837100 → 100000005910114100 → 100000008603629100 → 100000000795374100
103,chain,4,100000000795374100,terminal,7,False,0.312785,100000008346837100 → 100000005910114100 → 100000008603629100 → 100000000795374100
104,chain,1,100000004351795100,coordinator,1,False,0.884742,100000004351795100 → 100000000437046100 → 100000005610717100 → 100000008469048100
104,chain,2,100000000437046100,coordinator,1,False,0.977091,100000004351795100 → 100000000437046100 → 100000005610717100 → 100000008469048100
104,chain,3,100000005610717100,consolidator,1,False,0.864309,100000004351795100 → 100000000437046100 → 100000005610717100 → 100000008469048100
104,chain,4,100000008469048100,peripheral,1,False,0.265225,100000004351795100 → 100000000437046100 → 100000005610717100 → 100000008469048100
105,chain,1,100000004400305100,distributor,1,False,0.886588,100000004400305100 → 100000005910114100 → 100000007629096100 → 100000002741024100
105,chain,2,100000005910114100,coordinator,1,False,0.943216,100000004400305100 → 100000005910114100 → 100000007629096100 → 100000002741024100
105,chain,3,100000007629096100,consolidator,1,False,0.785863,100000004400305100 → 100000005910114100 → 100000007629096100 → 100000002741024100
105,chain,4,100000002741024100,peripheral,1,False,0.685816,100000004400305100 → 100000005910114100 → 100000007629096100 → 100000002741024100
106,chain,1,100000004351795100,coordinator,1,False,0.884742,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000002301828100
106,chain,2,100000008512552100,peripheral,17,False,0.662848,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000002301828100
106,chain,3,100000003242289100,coordinator,17,False,0.933085,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000002301828100
106,chain,4,100000002301828100,terminal,17,False,0.308248,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000002301828100
107,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000000534581100
107,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000000534581100
107,chain,3,100000008603629100,coordinator,7,False,0.981072,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000000534581100
107,chain,4,100000000534581100,peripheral,7,False,0.543183,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000000534581100
108,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003877908100
108,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003877908100
108,chain,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003877908100
108,chain,4,100000003877908100,terminal,4,False,0.413288,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000003877908100
109,chain,1,100000004390333100,distributor,1,False,0.795774,100000004390333100 → 100000006866783100 → 100000005584222100 → 100000001382002100
109,chain,2,100000006866783100,distributor,1,True,0.830206,100000004390333100 → 100000006866783100 → 100000005584222100 → 100000001382002100
109,chain,3,100000005584222100,peripheral,1,False,0.542485,100000004390333100 → 100000006866783100 → 100000005584222100 → 100000001382002100
109,chain,4,100000001382002100,transit,1,False,0.415118,100000004390333100 → 100000006866783100 → 100000005584222100 → 100000001382002100
110,chain,1,100000005612411100,distributor,4,False,0.875556,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000003877908100
110,chain,2,100000001102676100,transit,4,False,0.527022,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000003877908100
110,chain,3,100000003684369100,distributor,4,True,0.844489,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000003877908100
110,chain,4,100000003877908100,terminal,4,False,0.413288,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000003877908100
111,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000007274584100
111,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000007274584100
111,chain,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000007274584100
111,chain,4,100000007274584100,terminal,4,False,0.411435,100000003242289100 → 100000008304139100 → 100000003684369100 → 100000007274584100
112,chain,1,100000005612411100,distributor,4,False,0.875556,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000007274584100
112,chain,2,100000001102676100,transit,4,False,0.527022,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000007274584100
112,chain,3,100000003684369100,distributor,4,True,0.844489,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000007274584100
112,chain,4,100000007274584100,terminal,4,False,0.411435,100000005612411100 → 100000001102676100 → 100000003684369100 → 100000007274584100
113,chain,1,100000004351795100,coordinator,1,False,0.884742,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000003109805100
113,chain,2,100000008512552100,peripheral,17,False,0.662848,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000003109805100
113,chain,3,100000003242289100,coordinator,17,False,0.933085,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000003109805100
113,chain,4,100000003109805100,terminal,17,False,0.299022,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000003109805100
114,chain,1,100000002306369100,peripheral,4,False,0.434111,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000008172352100
114,chain,2,100000008111003100,consolidator,1,False,0.848295,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000008172352100
114,chain,3,100000003796063100,distributor,6,False,0.610376,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000008172352100
114,chain,4,100000008172352100,peripheral,33,False,0.621769,100000002306369100 → 100000008111003100 → 100000003796063100 → 100000008172352100
115,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000007055802100 → 100000004299488100 → 100000004674799100
115,chain,2,100000007055802100,consolidator,1,False,0.802891,100000000437046100 → 100000007055802100 → 100000004299488100 → 100000004674799100
115,chain,3,100000004299488100,consolidator,1,False,0.900693,100000000437046100 → 100000007055802100 → 100000004299488100 → 100000004674799100
115,chain,4,100000004674799100,terminal,1,False,0.442289,100000000437046100 → 100000007055802100 → 100000004299488100 → 100000004674799100
116,chain,1,100000007639767100,distributor,1,False,0.817671,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000002398779100
116,chain,2,100000004400305100,distributor,1,False,0.886588,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000002398779100
116,chain,3,100000002645993100,peripheral,1,False,0.575386,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000002398779100
116,chain,4,100000002398779100,consolidator,1,False,0.912189,100000007639767100 → 100000004400305100 → 100000002645993100 → 100000002398779100
117,chain,1,100000008466579100,distributor,3,False,0.777513,100000008466579100 → 100000008489922100 → 100000008547948100 → 100000002529880100
117,chain,2,100000008489922100,coordinator,3,False,0.913812,100000008466579100 → 100000008489922100 → 100000008547948100 → 100000002529880100
117,chain,3,100000008547948100,coordinator,3,False,0.917382,100000008466579100 → 100000008489922100 → 100000008547948100 → 100000002529880100
117,chain,4,100000002529880100,terminal,3,False,0.490045,100000008466579100 → 100000008489922100 → 100000008547948100 → 100000002529880100
118,chain,1,100000005041905100,peripheral,2,False,0.251824,100000005041905100 → 100000002578405100 → 100000008493007100 → 100000005685783100
118,chain,2,100000002578405100,distributor,2,False,0.700712,100000005041905100 → 100000002578405100 → 100000008493007100 → 100000005685783100
118,chain,3,100000008493007100,transit,2,False,0.425725,100000005041905100 → 100000002578405100 → 100000008493007100 → 100000005685783100
118,chain,4,100000005685783100,peripheral,2,False,0.163626,100000005041905100 → 100000002578405100 → 100000008493007100 → 100000005685783100
119,chain,1,100000003016635100,distributor,5,True,0.825536,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000002941114100
119,chain,2,100000005339662100,peripheral,16,False,0.669312,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000002941114100
119,chain,3,100000000343175100,distributor,12,True,0.797961,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000002941114100
119,chain,4,100000002941114100,peripheral,12,False,0.595592,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000002941114100
120,chain,1,100000003016635100,distributor,5,True,0.825536,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000004105288100
120,chain,2,100000005339662100,peripheral,16,False,0.669312,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000004105288100
120,chain,3,100000000343175100,distributor,12,True,0.797961,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000004105288100
120,chain,4,100000004105288100,terminal,4,False,0.562492,100000003016635100 → 100000005339662100 → 100000000343175100 → 100000004105288100
121,chain,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000005830339100
121,chain,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000005830339100
121,chain,3,100000008603629100,coordinator,7,False,0.981072,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000005830339100
121,chain,4,100000005830339100,consolidator,4,False,0.781139,100000003242289100 → 100000008304139100 → 100000008603629100 → 100000005830339100
122,chain,1,100000006866783100,distributor,1,True,0.830206,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000003724440100
122,chain,2,100000004070318100,distributor,1,False,0.879738,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000003724440100
122,chain,3,100000008346837100,coordinator,14,False,0.961321,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000003724440100
122,chain,4,100000003724440100,terminal,4,False,0.499876,100000006866783100 → 100000004070318100 → 100000008346837100 → 100000003724440100
123,chain,1,100000004351795100,coordinator,1,False,0.884742,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000004140487100
123,chain,2,100000008512552100,peripheral,17,False,0.662848,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000004140487100
123,chain,3,100000003242289100,coordinator,17,False,0.933085,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000004140487100
123,chain,4,100000004140487100,distributor,4,False,0.584308,100000004351795100 → 100000008512552100 → 100000003242289100 → 100000004140487100
124,chain,1,100000008111003100,consolidator,1,False,0.848295,100000008111003100 → 100000003796063100 → 100000008172352100 → 100000007322059100
124,chain,2,100000003796063100,distributor,6,False,0.610376,100000008111003100 → 100000003796063100 → 100000008172352100 → 100000007322059100
124,chain,3,100000008172352100,peripheral,33,False,0.621769,100000008111003100 → 100000003796063100 → 100000008172352100 → 100000007322059100
124,chain,4,100000007322059100,peripheral,33,False,0.462444,100000008111003100 → 100000003796063100 → 100000008172352100 → 100000007322059100
125,chain,1,100000000089154100,distributor,1,False,0.542004,100000000089154100 → 100000006866783100 → 100000004299488100 → 100000007055802100
125,chain,2,100000006866783100,distributor,1,True,0.830206,100000000089154100 → 100000006866783100 → 100000004299488100 → 100000007055802100
125,chain,3,100000004299488100,consolidator,1,False,0.900693,100000000089154100 → 100000006866783100 → 100000004299488100 → 100000007055802100
125,chain,4,100000007055802100,consolidator,1,False,0.802891,100000000089154100 → 100000006866783100 → 100000004299488100 → 100000007055802100
126,chain,1,100000002267998100,peripheral,24,False,0.620385,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000005974542100
126,chain,2,100000003701161100,peripheral,24,False,0.6871,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000005974542100
126,chain,3,100000003718221100,peripheral,24,False,0.624383,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000005974542100
126,chain,4,100000005974542100,terminal,24,False,0.399109,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000005974542100
127,chain,1,100000003796063100,distributor,6,False,0.610376,100000003796063100 → 100000006866783100 → 100000004299488100 → 100000007055802100
127,chain,2,100000006866783100,distributor,1,True,0.830206,100000003796063100 → 100000006866783100 → 100000004299488100 → 100000007055802100
127,chain,3,100000004299488100,consolidator,1,False,0.900693,100000003796063100 → 100000006866783100 → 100000004299488100 → 100000007055802100
127,chain,4,100000007055802100,consolidator,1,False,0.802891,100000003796063100 → 100000006866783100 → 100000004299488100 → 100000007055802100
128,chain,1,100000005048668100,distributor,7,False,0.76577,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000004071080100
128,chain,2,100000008603629100,coordinator,7,False,0.981072,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000004071080100
128,chain,3,100000004847758100,distributor,4,False,0.841915,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000004071080100
128,chain,4,100000004071080100,consolidator,1,False,0.825979,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000004071080100
129,chain,1,100000008086440100,transit,1,False,0.698903,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000004071080100
129,chain,2,100000008603629100,coordinator,7,False,0.981072,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000004071080100
129,chain,3,100000004847758100,distributor,4,False,0.841915,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000004071080100
129,chain,4,100000004071080100,consolidator,1,False,0.825979,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000004071080100
130,chain,1,100000008636603100,peripheral,5,False,0.581642,100000008636603100 → 100000003016635100 → 100000006069103100 → 100000006787636100
130,chain,2,100000003016635100,distributor,5,True,0.825536,100000008636603100 → 100000003016635100 → 100000006069103100 → 100000006787636100
130,chain,3,100000006069103100,transit,55,False,0.789976,100000008636603100 → 100000003016635100 → 100000006069103100 → 100000006787636100
130,chain,4,100000006787636100,terminal,55,False,0.271155,100000008636603100 → 100000003016635100 → 100000006069103100 → 100000006787636100
131,chain,1,100000008686313100,peripheral,1,False,0.702449,100000008686313100 → 100000006866783100 → 100000004299488100 → 100000007055802100
131,chain,2,100000006866783100,distributor,1,True,0.830206,100000008686313100 → 100000006866783100 → 100000004299488100 → 100000007055802100
131,chain,3,100000004299488100,consolidator,1,False,0.900693,100000008686313100 → 100000006866783100 → 100000004299488100 → 100000007055802100
131,chain,4,100000007055802100,consolidator,1,False,0.802891,100000008686313100 → 100000006866783100 → 100000004299488100 → 100000007055802100
132,chain,1,100000004400305100,distributor,1,False,0.886588,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000001660397100
132,chain,2,100000004070318100,distributor,1,False,0.879738,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000001660397100
132,chain,3,100000006866783100,distributor,1,True,0.830206,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000001660397100
132,chain,4,100000001660397100,transit,1,False,0.667155,100000004400305100 → 100000004070318100 → 100000006866783100 → 100000001660397100
