route_id,kind,position,gid,role,cluster_id,is_seed,priority_score,path
9,repeated,2,100000004135268100,transit,53,False,0.653167,100000008571433100 → 100000004135268100 → 100000004979498100
9,repeated,3,100000004979498100,peripheral,53,False,0.40903,100000008571433100 → 100000004135268100 → 100000004979498100
10,repeated,1,100000003835149100,peripheral,25,False,0.382932,100000003835149100 → 100000002224132100 → 100000000594783100
10,repeated,2,100000002224132100,peripheral,25,False,0.587779,100000003835149100 → 100000002224132100 → 100000000594783100
10,repeated,3,100000000594783100,peripheral,25,False,0.475054,100000003835149100 → 100000002224132100 → 100000000594783100
11,repeated,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000008603629100
11,repeated,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000008603629100
11,repeated,3,100000008603629100,coordinator,7,False,0.981072,100000001857829100 → 100000003880331100 → 100000008603629100
12,repeated,1,100000003718221100,peripheral,24,False,0.624383,100000003718221100 → 100000002267998100 → 100000003701161100
12,repeated,2,100000002267998100,peripheral,24,False,0.620385,100000003718221100 → 100000002267998100 → 100000003701161100
12,repeated,3,100000003701161100,peripheral,24,False,0.6871,100000003718221100 → 100000002267998100 → 100000003701161100
13,repeated,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000003684369100
13,repeated,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000003684369100
13,repeated,3,100000003684369100,distributor,4,True,0.844489,100000001857829100 → 100000003880331100 → 100000003684369100
14,repeated,1,100000000331309100,coordinator,6,False,0.973932,100000000331309100 → 100000004906181100 → 100000008175078100
14,repeated,2,100000004906181100,peripheral,37,False,0.572259,100000000331309100 → 100000004906181100 → 100000008175078100
14,repeated,3,100000008175078100,peripheral,37,False,0.280101,100000000331309100 → 100000004906181100 → 100000008175078100
15,repeated,1,100000005782781100,peripheral,11,False,0.674628,100000005782781100 → 100000007594394100 → 100000006274203100
15,repeated,2,100000007594394100,consolidator,18,False,0.901557,100000005782781100 → 100000007594394100 → 100000006274203100
15,repeated,3,100000006274203100,peripheral,18,False,0.652027,100000005782781100 → 100000007594394100 → 100000006274203100
16,repeated,1,100000008517538100,distributor,3,False,0.85496,100000008517538100 → 100000008710791100 → 100000008561016100
16,repeated,2,100000008710791100,distributor,3,False,0.910769,100000008517538100 → 100000008710791100 → 100000008561016100
16,repeated,3,100000008561016100,transit,3,False,0.589524,100000008517538100 → 100000008710791100 → 100000008561016100
17,repeated,1,100000006866783100,distributor,1,True,0.830206,100000006866783100 → 100000007055802100 → 100000004299488100
17,repeated,2,100000007055802100,consolidator,1,False,0.802891,100000006866783100 → 100000007055802100 → 100000004299488100
17,repeated,3,100000004299488100,consolidator,1,False,0.900693,100000006866783100 → 100000007055802100 → 100000004299488100
18,repeated,1,100000008710791100,distributor,3,False,0.910769,100000008710791100 → 100000008561016100 → 100000001724740100
18,repeated,2,100000008561016100,transit,3,False,0.589524,100000008710791100 → 100000008561016100 → 100000001724740100
18,repeated,3,100000001724740100,peripheral,3,False,0.205523,100000008710791100 → 100000008561016100 → 100000001724740100
19,repeated,1,100000003016635100,distributor,5,True,0.825536,100000003016635100 → 100000004707703100 → 100000002335358100
19,repeated,2,100000004707703100,transit,5,False,0.787536,100000003016635100 → 100000004707703100 → 100000002335358100
19,repeated,3,100000002335358100,terminal,5,False,0.349349,100000003016635100 → 100000004707703100 → 100000002335358100
20,repeated,1,100000008165763100,transit,4,False,0.926856,100000008165763100 → 100000007594394100 → 100000006274203100
20,repeated,2,100000007594394100,consolidator,18,False,0.901557,100000008165763100 → 100000007594394100 → 100000006274203100
20,repeated,3,100000006274203100,peripheral,18,False,0.652027,100000008165763100 → 100000007594394100 → 100000006274203100
21,repeated,1,100000004351795100,coordinator,1,False,0.884742,100000004351795100 → 100000000437046100 → 100000003834495100
21,repeated,2,100000000437046100,coordinator,1,False,0.977091,100000004351795100 → 100000000437046100 → 100000003834495100
21,repeated,3,100000003834495100,peripheral,1,False,0.546432,100000004351795100 → 100000000437046100 → 100000003834495100
22,repeated,1,100000003016635100,distributor,5,True,0.825536,100000003016635100 → 100000006518161100 → 100000005660203100
22,repeated,2,100000006518161100,transit,5,False,0.859849,100000003016635100 → 100000006518161100 → 100000005660203100
22,repeated,3,100000005660203100,peripheral,5,False,0.572634,100000003016635100 → 100000006518161100 → 100000005660203100
23,repeated,1,100000003242289100,coordinator,17,False,0.933085,100000003242289100 → 100000008304139100 → 100000003684369100
23,repeated,2,100000008304139100,distributor,4,False,0.875222,100000003242289100 → 100000008304139100 → 100000003684369100
23,repeated,3,100000003684369100,distributor,4,True,0.844489,100000003242289100 → 100000008304139100 → 100000003684369100
24,repeated,1,100000004390333100,distributor,1,False,0.795774,100000004390333100 → 100000000437046100 → 100000007055802100
24,repeated,2,100000000437046100,coordinator,1,False,0.977091,100000004390333100 → 100000000437046100 → 100000007055802100
24,repeated,3,100000007055802100,consolidator,1,False,0.802891,100000004390333100 → 100000000437046100 → 100000007055802100
25,repeated,1,100000008086440100,transit,1,False,0.698903,100000008086440100 → 100000000437046100 → 100000007055802100
25,repeated,2,100000000437046100,coordinator,1,False,0.977091,100000008086440100 → 100000000437046100 → 100000007055802100
25,repeated,3,100000007055802100,consolidator,1,False,0.802891,100000008086440100 → 100000000437046100 → 100000007055802100
26,repeated,1,100000005287097100,distributor,5,False,0.867304,100000005287097100 → 100000003016635100 → 100000004948177100
26,repeated,2,100000003016635100,distributor,5,True,0.825536,100000005287097100 → 100000003016635100 → 100000004948177100
26,repeated,3,100000004948177100,terminal,5,False,0.533793,100000005287097100 → 100000003016635100 → 100000004948177100
27,repeated,1,100000004390333100,distributor,1,False,0.795774,100000004390333100 → 100000006866783100 → 100000007055802100
27,repeated,2,100000006866783100,distributor,1,True,0.830206,100000004390333100 → 100000006866783100 → 100000007055802100
27,repeated,3,100000007055802100,consolidator,1,False,0.802891,100000004390333100 → 100000006866783100 → 100000007055802100
28,repeated,1,100000006866783100,distributor,1,True,0.830206,100000006866783100 → 100000004299488100 → 100000007055802100
28,repeated,2,100000004299488100,consolidator,1,False,0.900693,100000006866783100 → 100000004299488100 → 100000007055802100
28,repeated,3,100000007055802100,consolidator,1,False,0.802891,100000006866783100 → 100000004299488100 → 100000007055802100
29,repeated,1,100000005910114100,coordinator,1,False,0.943216,100000005910114100 → 100000007629096100 → 100000002741024100
29,repeated,2,100000007629096100,consolidator,1,False,0.785863,100000005910114100 → 100000007629096100 → 100000002741024100
29,repeated,3,100000002741024100,peripheral,1,False,0.685816,100000005910114100 → 100000007629096100 → 100000002741024100
30,repeated,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000008121806100 → 100000005360814100
30,repeated,2,100000008121806100,peripheral,7,False,0.478709,100000001857829100 → 100000008121806100 → 100000005360814100
30,repeated,3,100000005360814100,peripheral,7,False,0.201077,100000001857829100 → 100000008121806100 → 100000005360814100
31,repeated,1,100000005287097100,distributor,5,False,0.867304,100000005287097100 → 100000003016635100 → 100000006518161100
31,repeated,2,100000003016635100,distributor,5,True,0.825536,100000005287097100 → 100000003016635100 → 100000006518161100
31,repeated,3,100000006518161100,transit,5,False,0.859849,100000005287097100 → 100000003016635100 → 100000006518161100
32,repeated,1,100000004351795100,coordinator,1,False,0.884742,100000004351795100 → 100000000437046100 → 100000007055802100
32,repeated,2,100000000437046100,coordinator,1,False,0.977091,100000004351795100 → 100000000437046100 → 100000007055802100
32,repeated,3,100000007055802100,consolidator,1,False,0.802891,100000004351795100 → 100000000437046100 → 100000007055802100
33,repeated,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000008603629100 → 100000005830339100
33,repeated,2,100000008603629100,coordinator,7,False,0.981072,100000001857829100 → 100000008603629100 → 100000005830339100
33,repeated,3,100000005830339100,consolidator,4,False,0.781139,100000001857829100 → 100000008603629100 → 100000005830339100
34,repeated,1,100000008686313100,peripheral,1,False,0.702449,100000008686313100 → 100000008603629100 → 100000005830339100
34,repeated,2,100000008603629100,coordinator,7,False,0.981072,100000008686313100 → 100000008603629100 → 100000005830339100
34,repeated,3,100000005830339100,consolidator,4,False,0.781139,100000008686313100 → 100000008603629100 → 100000005830339100
35,repeated,1,100000004156082100,coordinator,16,False,0.953815,100000004156082100 → 100000005339662100 → 100000004820260100
35,repeated,2,100000005339662100,peripheral,16,False,0.669312,100000004156082100 → 100000005339662100 → 100000004820260100
35,repeated,3,100000004820260100,transit,16,False,0.712458,100000004156082100 → 100000005339662100 → 100000004820260100
36,repeated,1,100000005910114100,coordinator,1,False,0.943216,100000005910114100 → 100000006866783100 → 100000004071080100
36,repeated,2,100000006866783100,distributor,1,True,0.830206,100000005910114100 → 100000006866783100 → 100000004071080100
36,repeated,3,100000004071080100,consolidator,1,False,0.825979,100000005910114100 → 100000006866783100 → 100000004071080100
37,repeated,1,100000008637537100,peripheral,41,True,0.602789,100000008637537100 → 100000001732159100 → 100000008314203100
37,repeated,2,100000001732159100,peripheral,41,True,0.582587,100000008637537100 → 100000001732159100 → 100000008314203100
37,repeated,3,100000008314203100,peripheral,41,True,0.499081,100000008637537100 → 100000001732159100 → 100000008314203100
38,repeated,1,100000008086440100,transit,1,False,0.698903,100000008086440100 → 100000008603629100 → 100000005830339100
38,repeated,2,100000008603629100,coordinator,7,False,0.981072,100000008086440100 → 100000008603629100 → 100000005830339100
38,repeated,3,100000005830339100,consolidator,4,False,0.781139,100000008086440100 → 100000008603629100 → 100000005830339100
39,repeated,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000008757369100 → 100000008757301100
39,repeated,2,100000008757369100,peripheral,1,False,0.401123,100000000437046100 → 100000008757369100 → 100000008757301100
39,repeated,3,100000008757301100,peripheral,1,False,0.183555,100000000437046100 → 100000008757369100 → 100000008757301100
40,repeated,1,100000008636603100,peripheral,5,False,0.581642,100000008636603100 → 100000003016635100 → 100000000440392100
40,repeated,2,100000003016635100,distributor,5,True,0.825536,100000008636603100 → 100000003016635100 → 100000000440392100
40,repeated,3,100000000440392100,terminal,5,False,0.404818,100000008636603100 → 100000003016635100 → 100000000440392100
41,repeated,1,100000005287097100,distributor,5,False,0.867304,100000005287097100 → 100000003016635100 → 100000008188026100
41,repeated,2,100000003016635100,distributor,5,True,0.825536,100000005287097100 → 100000003016635100 → 100000008188026100
41,repeated,3,100000008188026100,peripheral,16,False,0.563117,100000005287097100 → 100000003016635100 → 100000008188026100
42,repeated,1,100000008603629100,coordinator,7,False,0.981072,100000008603629100 → 100000004847758100 → 100000003684369100
42,repeated,2,100000004847758100,distributor,4,False,0.841915,100000008603629100 → 100000004847758100 → 100000003684369100
42,repeated,3,100000003684369100,distributor,4,True,0.844489,100000008603629100 → 100000004847758100 → 100000003684369100
43,repeated,1,100000001732159100,peripheral,41,True,0.582587,100000001732159100 → 100000008314203100 → 100000008637537100
43,repeated,2,100000008314203100,peripheral,41,True,0.499081,100000001732159100 → 100000008314203100 → 100000008637537100
43,repeated,3,100000008637537100,peripheral,41,True,0.602789,100000001732159100 → 100000008314203100 → 100000008637537100
44,repeated,1,100000004400305100,distributor,1,False,0.886588,100000004400305100 → 100000004070318100 → 100000003747133100
44,repeated,2,100000004070318100,distributor,1,False,0.879738,100000004400305100 → 100000004070318100 → 100000003747133100
44,repeated,3,100000003747133100,consolidator,48,False,0.854615,100000004400305100 → 100000004070318100 → 100000003747133100
45,repeated,1,100000005287097100,distributor,5,False,0.867304,100000005287097100 → 100000003016635100 → 100000004394765100
45,repeated,2,100000003016635100,distributor,5,True,0.825536,100000005287097100 → 100000003016635100 → 100000004394765100
45,repeated,3,100000004394765100,peripheral,5,False,0.655161,100000005287097100 → 100000003016635100 → 100000004394765100
46,repeated,1,100000008304139100,distributor,4,False,0.875222,100000008304139100 → 100000006866783100 → 100000000961900100
46,repeated,2,100000006866783100,distributor,1,True,0.830206,100000008304139100 → 100000006866783100 → 100000000961900100
46,repeated,3,100000000961900100,terminal,1,False,0.374456,100000008304139100 → 100000006866783100 → 100000000961900100
47,repeated,1,100000001660397100,transit,1,False,0.667155,100000001660397100 → 100000006866783100 → 100000008686313100
47,repeated,2,100000006866783100,distributor,1,True,0.830206,100000001660397100 → 100000006866783100 → 100000008686313100
47,repeated,3,100000008686313100,peripheral,1,False,0.702449,100000001660397100 → 100000006866783100 → 100000008686313100
48,repeated,1,100000008304139100,distributor,4,False,0.875222,100000008304139100 → 100000006866783100 → 100000008686313100
48,repeated,2,100000006866783100,distributor,1,True,0.830206,100000008304139100 → 100000006866783100 → 100000008686313100
48,repeated,3,100000008686313100,peripheral,1,False,0.702449,100000008304139100 → 100000006866783100 → 100000008686313100
49,repeated,1,100000004400305100,distributor,1,False,0.886588,100000004400305100 → 100000007593823100 → 100000008730846100
49,repeated,2,100000007593823100,coordinator,1,False,0.813527,100000004400305100 → 100000007593823100 → 100000008730846100
49,repeated,3,100000008730846100,consolidator,12,False,0.908719,100000004400305100 → 100000007593823100 → 100000008730846100
50,repeated,1,100000004269433100,peripheral,16,True,0.160169,100000004269433100 → 100000008418835100 → 100000008730021100
50,repeated,2,100000008418835100,peripheral,16,True,0.423288,100000004269433100 → 100000008418835100 → 100000008730021100
50,repeated,3,100000008730021100,terminal,16,False,0.391584,100000004269433100 → 100000008418835100 → 100000008730021100
51,repeated,1,100000005268319100,peripheral,1,False,0.419248,100000005268319100 → 100000002957787100 → 100000004071080100
51,repeated,2,100000002957787100,coordinator,1,False,0.900323,100000005268319100 → 100000002957787100 → 100000004071080100
51,repeated,3,100000004071080100,consolidator,1,False,0.825979,100000005268319100 → 100000002957787100 → 100000004071080100
52,repeated,1,100000001609499100,peripheral,1,False,0.543753,100000001609499100 → 100000002398779100 → 100000008576243100
52,repeated,2,100000002398779100,consolidator,1,False,0.912189,100000001609499100 → 100000002398779100 → 100000008576243100
52,repeated,3,100000008576243100,terminal,1,False,0.500027,100000001609499100 → 100000002398779100 → 100000008576243100
53,repeated,1,100000004351795100,coordinator,1,False,0.884742,100000004351795100 → 100000002398779100 → 100000008576243100
53,repeated,2,100000002398779100,consolidator,1,False,0.912189,100000004351795100 → 100000002398779100 → 100000008576243100
53,repeated,3,100000008576243100,terminal,1,False,0.500027,100000004351795100 → 100000002398779100 → 100000008576243100
54,repeated,1,100000004017410100,peripheral,35,False,0.543213,100000004017410100 → 100000003934614100 → 100000004336312100
54,repeated,2,100000003934614100,peripheral,35,False,0.364691,100000004017410100 → 100000003934614100 → 100000004336312100
54,repeated,3,100000004336312100,transit,35,False,0.665358,100000004017410100 → 100000003934614100 → 100000004336312100
55,chain,1,100000008517538100,distributor,3,False,0.85496,100000008517538100 → 100000008710791100 → 100000008561016100 → 100000001724740100
55,chain,2,100000008710791100,distributor,3,False,0.910769,100000008517538100 → 100000008710791100 → 100000008561016100 → 100000001724740100
55,chain,3,100000008561016100,transit,3,False,0.589524,100000008517538100 → 100000008710791100 → 100000008561016100 → 100000001724740100
55,chain,4,100000001724740100,peripheral,3,False,0.205523,100000008517538100 → 100000008710791100 → 100000008561016100 → 100000001724740100
56,chain,1,100000008304139100,distributor,4,False,0.875222,100000008304139100 → 100000000437046100 → 100000008757369100 → 100000008757301100
56,chain,2,100000000437046100,coordinator,1,False,0.977091,100000008304139100 → 100000000437046100 → 100000008757369100 → 100000008757301100
56,chain,3,100000008757369100,peripheral,1,False,0.401123,100000008304139100 → 100000000437046100 → 100000008757369100 → 100000008757301100
56,chain,4,100000008757301100,peripheral,1,False,0.183555,100000008304139100 → 100000000437046100 → 100000008757369100 → 100000008757301100
57,chain,1,100000005048668100,distributor,7,False,0.76577,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000003684369100
57,chain,2,100000008603629100,coordinator,7,False,0.981072,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000003684369100
57,chain,3,100000004847758100,distributor,4,False,0.841915,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000003684369100
57,chain,4,100000003684369100,distributor,4,True,0.844489,100000005048668100 → 100000008603629100 → 100000004847758100 → 100000003684369100
58,chain,1,100000008086440100,transit,1,False,0.698903,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000003684369100
58,chain,2,100000008603629100,coordinator,7,False,0.981072,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000003684369100
58,chain,3,100000004847758100,distributor,4,False,0.841915,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000003684369100
58,chain,4,100000003684369100,distributor,4,True,0.844489,100000008086440100 → 100000008603629100 → 100000004847758100 → 100000003684369100
59,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000006530134100
59,chain,2,100000001279272100,peripheral,1,False,0.507409,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000006530134100
59,chain,3,100000000331309100,coordinator,6,False,0.973932,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000006530134100
59,chain,4,100000006530134100,terminal,6,False,0.519538,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000006530134100
60,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000003242795100
60,chain,2,100000001279272100,peripheral,1,False,0.507409,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000003242795100
60,chain,3,100000000331309100,coordinator,6,False,0.973932,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000003242795100
60,chain,4,100000003242795100,terminal,6,False,0.436164,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000003242795100
61,chain,1,100000002723538100,distributor,7,False,0.839435,100000002723538100 → 100000008603629100 → 100000005357705100 → 100000008337304100
61,chain,2,100000008603629100,coordinator,7,False,0.981072,100000002723538100 → 100000008603629100 → 100000005357705100 → 100000008337304100
61,chain,3,100000005357705100,peripheral,7,False,0.463362,100000002723538100 → 100000008603629100 → 100000005357705100 → 100000008337304100
61,chain,4,100000008337304100,peripheral,7,False,0.195873,100000002723538100 → 100000008603629100 → 100000005357705100 → 100000008337304100
62,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000001530983100
62,chain,2,100000001279272100,peripheral,1,False,0.507409,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000001530983100
62,chain,3,100000000331309100,coordinator,6,False,0.973932,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000001530983100
62,chain,4,100000001530983100,distributor,5,False,0.955138,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000001530983100
63,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000004889043100
63,chain,2,100000001279272100,peripheral,1,False,0.507409,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000004889043100
63,chain,3,100000000331309100,coordinator,6,False,0.973932,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000004889043100
63,chain,4,100000004889043100,terminal,1,False,0.539124,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000004889043100
64,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000006734214100
64,chain,2,100000001279272100,peripheral,1,False,0.507409,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000006734214100
64,chain,3,100000000331309100,coordinator,6,False,0.973932,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000006734214100
64,chain,4,100000006734214100,peripheral,6,False,0.659813,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000006734214100
65,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000000810551100
65,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000000810551100
65,chain,3,100000003684369100,distributor,4,True,0.844489,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000000810551100
65,chain,4,100000000810551100,peripheral,4,False,0.522531,100000001857829100 → 100000003880331100 → 100000003684369100 → 100000000810551100
66,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000008739887100
66,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000008739887100
66,chain,3,100000008603629100,coordinator,7,False,0.981072,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000008739887100
66,chain,4,100000008739887100,peripheral,7,False,0.589004,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000008739887100
67,chain,1,100000008346837100,coordinator,14,False,0.961321,100000008346837100 → 100000005910114100 → 100000006866783100 → 100000003102157100
67,chain,2,100000005910114100,coordinator,1,False,0.943216,100000008346837100 → 100000005910114100 → 100000006866783100 → 100000003102157100
67,chain,3,100000006866783100,distributor,1,True,0.830206,100000008346837100 → 100000005910114100 → 100000006866783100 → 100000003102157100
67,chain,4,100000003102157100,terminal,1,False,0.336833,100000008346837100 → 100000005910114100 → 100000006866783100 → 100000003102157100
68,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000003215448100
68,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000003215448100
68,chain,3,100000008603629100,coordinator,7,False,0.981072,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000003215448100
68,chain,4,100000003215448100,peripheral,7,False,0.466106,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000003215448100
69,chain,1,100000006866783100,distributor,1,True,0.830206,100000006866783100 → 100000007055802100 → 100000004299488100 → 100000004674799100
69,chain,2,100000007055802100,consolidator,1,False,0.802891,100000006866783100 → 100000007055802100 → 100000004299488100 → 100000004674799100
69,chain,3,100000004299488100,consolidator,1,False,0.900693,100000006866783100 → 100000007055802100 → 100000004299488100 → 100000004674799100
69,chain,4,100000004674799100,terminal,1,False,0.442289,100000006866783100 → 100000007055802100 → 100000004299488100 → 100000004674799100
70,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000002983879100
70,chain,2,100000001279272100,peripheral,1,False,0.507409,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000002983879100
70,chain,3,100000000331309100,coordinator,6,False,0.973932,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000002983879100
70,chain,4,100000002983879100,terminal,4,False,0.549333,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000002983879100
71,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000004217419100
71,chain,2,100000003880331100,distributor,7,False,0.661355,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000004217419100
71,chain,3,100000008603629100,coordinator,7,False,0.981072,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000004217419100
71,chain,4,100000004217419100,peripheral,7,False,0.564513,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000004217419100
72,chain,1,100000003796063100,distributor,6,False,0.610376,100000003796063100 → 100000000331309100 → 100000004299488100 → 100000007055802100
72,chain,2,100000000331309100,coordinator,6,False,0.973932,100000003796063100 → 100000000331309100 → 100000004299488100 → 100000007055802100
72,chain,3,100000004299488100,consolidator,1,False,0.900693,100000003796063100 → 100000000331309100 → 100000004299488100 → 100000007055802100
72,chain,4,100000007055802100,consolidator,1,False,0.802891,100000003796063100 → 100000000331309100 → 100000004299488100 → 100000007055802100
73,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000003035737100
73,chain,2,100000001279272100,peripheral,1,False,0.507409,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000003035737100
73,chain,3,100000000331309100,coordinator,6,False,0.973932,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000003035737100
73,chain,4,100000003035737100,peripheral,6,False,0.619339,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000003035737100
74,chain,1,100000000437046100,coordinator,1,False,0.977091,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000001835625100
74,chain,2,100000001279272100,peripheral,1,False,0.507409,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000001835625100
74,chain,3,100000000331309100,coordinator,6,False,0.973932,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000001835625100
74,chain,4,100000001835625100,terminal,6,False,0.421153,100000000437046100 → 100000001279272100 → 100000000331309100 → 100000001835625100
75,chain,1,100000004351795100,coordinator,1,False,0.884742,100000004351795100 → 100000000437046100 → 100000006165886100 → 100000003834495100
75,chain,2,100000000437046100,coordinator,1,False,0.977091,100000004351795100 → 100000000437046100 → 100000006165886100 → 100000003834495100
75,chain,3,100000006165886100,peripheral,1,False,0.504348,100000004351795100 → 100000000437046100 → 100000006165886100 → 100000003834495100
75,chain,4,100000003834495100,peripheral,1,False,0.546432,100000004351795100 → 100000000437046100 → 100000006165886100 → 100000003834495100
76,chain,1,100000001857829100,coordinator,7,False,0.945212,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000002723538100
